Type,Sex,Spayed/Neutered,Primary Breed,Primary Color,Secondary Color,Days in Shelter,is_adopted,Has Name,age_at_intake,intake_month,intake_dayofweek
Dog,Male,Yes,Siberian Husky,Black,White,16.0,1,1,797.0,6,0
Cat,Female,Unknown,Domestic Shorthair,Calico,Missing,3.0,0,0,122.0,6,4
Kitten,Female,yes,Domestic Medium Hair,Blue,Tabby,34.0,1,0,42.0,8,1
Cat,Male,Yes,Domestic Shorthair,Black,Missing,61.0,1,1,1.0,3,0
Dog,Male,Yes,Poodle - Standard,White,White,1.0,0,1,4748.0,5,0
Dog,Male,yes,Rottweiler,Black,Brown,29.0,1,1,151.0,4,1
Puppy,Female,No,Chihuahua - Long-hair,Brown,Missing,3.0,0,0,7.0,5,6
Dog,Male,No,Shih Tzu,Black,White,3.0,0,0,1826.0,8,0
Dog,Male,Yes,Boston Terrier,Black,White,0.0,0,1,2557.0,5,6
Dog,Male,No,American Pit Bull Terrier,White,Tan,0.0,0,1,731.0,8,1
Mammal,Female,Unknown,Bat - Unspecified,Red,Missing,15.0,0,0,122.0,6,4
Dog,Male,yes,American Pit Bull Terrier,Brown Brindle,Missing,36.0,1,1,731.0,7,1
Dog,Male,yes,Belgian Shepherd Dog - Malinois,Brown,Black,46.0,1,1,241.0,7,3
Dog,Unknown,Unknown,French Bulldog,Grey,Missing,0.0,0,0,122.0,9,2
Dog,Female,yes,Dachshund - Long-haired,White,Tan,7.0,1,1,365.0,7,2
Cat,Male,No,Domestic Shorthair,Blue,White,2.0,0,0,1096.0,8,0
Cat,Male,Yes,Domestic Shorthair,Brown Tabby,Missing,120.0,1,1,23.0,3,2
Cat,Female,Yes,Domestic Shorthair,Brown Tabby,Missing,3.0,1,1,1457.0,7,1
Cat,Male,Yes,Domestic Shorthair,Blue,Tabby,40.0,1,1,28.0,5,2
Kitten,Female,yes,Domestic Shorthair,Black,Missing,8.0,1,1,63.0,9,2
Cat,Male,Yes,Domestic Shorthair,Brown Tabby,White,6.0,1,0,55.0,6,1
Cat,Male,Yes,Domestic Shorthair,Black,Missing,33.0,1,0,41.0,6,5
Kitten,Female,yes,Domestic Shorthair,White,Black,6.0,1,0,92.0,9,1
Dog,Male,No,Poodle - Miniature,Fawn,Missing,1.0,0,1,1096.0,6,2
Dog,Male,No,Cairn Terrier,White,Brown,4.0,0,0,731.0,9,5
Puppy,Female,Yes,German Shepherd,Brown,Black,17.0,1,1,56.0,9,5
Cat,Male,No,Domestic Shorthair,Blue,Missing,3.0,0,0,35.0,5,5
Cat,Male,No,Domestic Shorthair,Brown Tabby,White,18.0,0,0,92.0,6,1
Dog,Male,No,American Pit Bull Terrier,Brown Brindle,Missing,11.0,0,1,2214.0,8,1
Dog,Female,Yes,Labrador Retriever,Cream,Missing,301.0,1,1,2557.0,8,1
Cat,Male,Yes,Domestic Medium Hair,Cream Ginger Tabby,White,66.0,1,1,42.0,6,4
Cat,Male,Yes,Domestic Shorthair,Cream Ginger Tabby,Missing,53.0,1,1,564.0,4,2
Cat,Male,Yes,Domestic Shorthair,Tabby,White,40.0,1,1,31.0,5,4
Dog,Male,Yes,BLUE LACY,Blue,Missing,687.0,1,1,2556.0,6,4
Cat,Unknown,Unknown,Domestic Shorthair,Torbie,Missing,6.0,0,0,122.0,7,2
Cat,Male,Yes,Domestic Shorthair,White,Missing,73.0,1,0,35.0,6,0
Dog,Female,Yes,Chihuahua - Smooth,Tan,Missing,20.0,1,1,731.0,4,0
Dog,Male,yes,Pyrenean Mountain Dog,White,Brown,28.0,1,1,212.0,5,0
Cat,Female,Yes,Domestic Shorthair,Brown Tabby,Missing,17.0,1,0,56.0,6,4
Puppy,Unknown,No,Boxer,Brown,Missing,7.0,0,0,1.0,5,3
Kitten,Male,No,Domestic Shorthair,Brown Tabby,Missing,0.0,0,0,21.0,9,1
Dog,Female,Yes,Labrador Retriever,Apricot,White,29.0,1,1,93.0,7,1
Kitten,Female,No,Domestic Shorthair,Calico,Calico,6.0,0,0,28.0,6,3
Guinea Pig,Female,No,Unspecified,Tri Color,Missing,10.0,1,1,365.0,5,4
Cat,Male,Yes,Domestic Shorthair,Flame Point,Missing,97.0,1,0,42.0,6,3
Cat,Male,Yes,Domestic Shorthair,Brown Tabby,White,13.0,1,0,75.0,6,2
Dog,Male,No,American Staffordshire Terrier,White,Cream,5.0,0,0,28.0,5,6
Kitten,Male,Yes,Domestic Shorthair,Black,Missing,4.0,1,1,122.0,7,6
Dog,Male,Yes,American Pit Bull Terrier,Tan,White,18.0,1,1,547.0,7,1
Dog,Male,Yes,German Shepherd,Tan,Black,17.0,1,1,731.0,8,5
Kitten,Male,Yes,Domestic Shorthair,Orange Tabby,Missing,58.0,1,1,30.0,7,0
Cat,Male,Yes,Domestic Shorthair,Brown Tabby,White,5.0,1,1,731.0,6,1
Cat,Unknown,Unknown,Domestic Medium Hair,Black,White,23.0,0,1,91.0,6,4
Dog,Female,yes,American Pit Bull Terrier,Black,White,56.0,1,1,149.0,5,1
Cat,Male,No,Domestic Shorthair,Orange Tabby,White,22.0,1,0,80.0,6,4
Dog,Female,yes,Jack Russell Terrier,Brown,White,11.0,1,1,92.0,6,3
Dog,Male,Unknown,Siberian Husky,White,Missing,0.0,0,0,21.0,6,6
Dog,Female,Yes,Boston Terrier,Black,White,458.0,1,1,729.0,6,3
Cat,Male,Yes,Domestic Shorthair,Black,White,18.0,0,0,2920.0,8,0
Cat,Male,No,Domestic Shorthair,Black,White,31.0,0,0,49.0,5,3
Dog,Female,Yes,American Pit Bull Terrier,Blue,White,69.0,1,1,365.0,4,1
Cat,Male,Yes,Domestic Shorthair,Blue,Missing,4.0,1,1,731.0,9,1
Dog,Male,yes,Italian Greyhound,White,Missing,20.0,1,1,138.0,7,2
Dog,Male,Unknown,American Pit Bull Terrier,Brown,White,11.0,0,0,92.0,6,1
Cat,Female,Yes,Domestic Shorthair,Brown Tabby,Missing,12.0,1,1,1094.0,7,1
Dog,Female,yes,Basenji,Black,Tan,28.0,1,1,547.0,8,0
Dog,Male,Yes,Labrador Retriever,Tan,Missing,48.0,1,1,151.0,5,4
Dog,Female,Yes,Labrador Retriever,Tan,White,85.0,1,1,2557.0,5,4
Dog,Male,yes,Hound,Black,White,31.0,1,1,89.0,5,6
Cat,Female,No,Domestic Shorthair,Brown Tabby,Brown,2.0,0,0,731.0,6,4
Cat,Male,Yes,Domestic Shorthair,White,BLUE TABBY,9.0,1,1,364.0,8,4
Reptile,Female,Unknown,PYTHON,Brown,Brown,12.0,0,1,731.0,7,2
Cat,Male,Yes,Domestic Shorthair,Brown Tabby,Missing,50.0,1,0,31.0,4,1
Cat,Female,Yes,Domestic Shorthair,Grey,Grey,6.0,1,0,1096.0,6,0
Dog,Female,Yes,Australian Cattle Dog,Red Merle,Missing,12.0,1,1,731.0,8,5
Dog,Male,Yes,Labrador Retriever,White,Missing,186.0,0,1,402.0,3,5
Cat,Male,Unknown,Domestic Shorthair,Brown Tabby,White,3.0,0,0,122.0,7,3
Mammal,Unknown,Unknown,Bat - Little Brown Myotis,Brown,Brown,1.0,0,0,731.0,8,2
Cat,Male,No,Domestic Shorthair,Brown Tabby,Missing,22.0,1,1,61.0,6,1
Cat,Female,yes,Domestic Shorthair,Brown Tabby,White,33.0,1,1,731.0,5,4
Dog,Female,Yes,Labrador Retriever,Tri Color,Missing,133.0,1,1,2564.0,1,5
Cat,Female,Yes,Domestic Shorthair,Tortoiseshell,Missing,14.0,1,0,70.0,7,1
Bird (wildlife),Unknown,Unknown,Dove,Grey,White,0.0,0,0,731.0,5,3
Dog,Female,No,American Bulldog,White,Brown,3.0,0,0,1096.0,9,4
Dog,Male,yes,German Shepherd,Black,Brown,54.0,1,1,163.0,7,2
Bird (wildlife),Unknown,Unknown,Dove,Grey,White,0.0,0,0,242.0,5,5
Cat,Female,Yes,Domestic Shorthair,Blue,Missing,4.0,1,0,70.0,6,5
Cat,Male,No,Domestic Shorthair,Brown Tabby,Black,0.0,0,0,28.0,5,5
Cat,Male,Yes,Domestic Shorthair,Orange Tabby,Missing,11.0,0,1,357.0,5,4
Dog,Female,Yes,American Pit Bull Terrier,Black Brindle,Black,20.0,1,1,272.0,6,3
Kitten,Female,No,Domestic Shorthair,Blue,White,0.0,0,0,21.0,8,1
Cat,Male,Yes,Domestic Shorthair,Orange Tabby,Orange,1.0,1,1,1095.0,6,4
Dog,Male,Yes,Great Pyrenees,White,Missing,1.0,0,1,365.0,6,1
Dog,Male,Yes,Siberian Husky,Black,White,56.0,1,1,731.0,4,4
Cat,Male,yes,Domestic Shorthair,Orange Tabby,White,6.0,1,0,730.0,5,2
Dog,Male,yes,Rottweiler,Black,Brown,16.0,1,1,731.0,5,4
Cat,Female,Yes,Domestic Shorthair,LYNX PT,Missing,51.0,1,1,943.0,5,2
Dog,Male,No,Great Pyrenees,White,Brown,1.0,0,0,21.0,5,1
Cat,Male,No,Domestic Shorthair,Orange Tabby,Missing,0.0,0,0,42.0,6,4
Cat,Male,No,Domestic Shorthair,Black,Missing,4.0,0,0,731.0,5,4
Dog,Male,Yes,Labrador Retriever,Black,White,221.0,1,1,366.0,10,4
Cat,Female,Yes,Domestic Shorthair,Brown Tabby,Missing,43.0,1,1,28.0,3,0
Reptile (Wildlife),Unknown,Unknown,Turtle,Green,Missing,0.0,0,0,122.0,5,3
Cat,Female,Yes,Domestic Shorthair,Tortoiseshell,Missing,73.0,1,0,28.0,5,1
Dog,Unknown,Unknown,Anatolian Shepherd,Tan,Brown,5.0,0,0,731.0,7,1
Cat,Female,No,Domestic Shorthair,Tortoiseshell,Missing,55.0,1,0,28.0,5,1
Kitten,Unknown,Unknown,Domestic Shorthair,White,Brown Tabby,9.0,0,0,28.0,5,1
Cat,Male,No,Domestic Shorthair,Black,White,5.0,1,1,91.0,7,1
Bird (wildlife),Unknown,Unknown,Dove,Black,Black,1.0,0,0,122.0,6,2
Cat,Female,Yes,Domestic Shorthair,Calico,Missing,47.0,1,1,42.0,6,3
Cat,Unknown,Unknown,Domestic Shorthair,Black,White,2.0,0,0,365.0,8,0
Kitten,Female,yes,Domestic Shorthair,Black,Missing,8.0,1,1,62.0,9,2
Cat,Female,Yes,Domestic Long Hair,Brown Tabby,Missing,20.0,1,1,75.0,6,2
Dog,Male,Yes,American Pit Bull Terrier,Brown,Tan,6.0,1,1,547.0,5,5
Puppy,Male,No,Australian Cattle Dog,White,Black,8.0,0,0,122.0,6,4
Cat,Male,yes,Domestic Shorthair,Cream Ginger Tabby,Missing,31.0,1,0,34.0,4,0
Dog,Female,Yes,Labrador Retriever,Black,Missing,4.0,0,1,92.0,8,4
Cat,Male,Yes,Domestic Shorthair,Flame Point,Missing,43.0,1,1,28.0,3,0
Cat,Unknown,Unknown,Domestic Shorthair,Brown Tabby,Missing,4.0,0,0,365.0,6,3
Bird (wildlife),Unknown,Unknown,Kite - Black,Grey,Missing,0.0,0,0,122.0,8,5
Puppy,Male,Yes,Siberian Husky,Black,White,55.0,1,1,7.0,6,3
Cat,Male,yes,Domestic Shorthair,Black,Black,9.0,1,0,51.0,5,0
Cat,Female,Yes,Domestic Medium Hair,Blue,Tabby,165.0,1,1,0.0,3,1
Dog,Male,No,Poodle - Toy,Tan,Missing,4.0,0,0,731.0,5,3
Cat,Male,Yes,Domestic Shorthair,Cream Ginger Tabby,White,36.0,0,1,120.0,6,1
Dog,Female,No,Havanese,Cream,Brown,5.0,1,0,731.0,7,3
Cat,Male,Yes,Domestic Shorthair,White,Brown Tabby,7.0,1,1,181.0,8,1
Cat,Female,Yes,Domestic Shorthair,Calico,Missing,1.0,1,1,129.0,8,0
Dog,Male,Yes,English Staffordshire Bull Terrier,Black,Missing,245.0,1,1,1645.0,11,2
Kitten,Female,No,Domestic Shorthair,Black,Smoke,2.0,0,0,21.0,7,5
Cat,Male,Yes,Siamese,Brown,White,28.0,1,1,365.0,6,3
Dog,Female,No,Chihuahua - Smooth,Tri Color,Missing,1.0,0,0,1096.0,7,0
Dog,Female,No,Labrador Retriever,Tan,White,8.0,0,1,731.0,4,0
Cat,Male,yes,Domestic Shorthair,Brown Tabby,Missing,40.0,1,1,123.0,7,2
Cat,Unknown,Unknown,Domestic Shorthair,Brown Tabby,Missing,3.0,0,0,365.0,5,3
Cat,Male,No,Domestic Shorthair,Orange Tabby,Missing,6.0,0,1,2187.0,7,4
Dog,Female,Yes,German Shepherd,Chestnut,Brown,115.0,1,1,1096.0,5,6
Dog,Female,Yes,German Shepherd,Black,Brown,27.0,1,1,57.0,4,2
Cat,Female,Yes,Domestic Shorthair,Torbie,Missing,49.0,1,1,61.0,5,4
Dog,Male,No,German Shepherd,Brown,Tan,6.0,0,1,11.0,5,1
Kitten,Male,Unknown,Domestic Shorthair,Black,Missing,13.0,0,0,49.0,5,3
Cat,Male,Yes,Domestic Shorthair,Brown Tabby,Brown Tabby,9.0,1,0,181.0,7,1
Dog,Female,Yes,American Pit Bull Terrier,White,Black,46.0,1,1,731.0,4,1
Cat,Male,Yes,Domestic Shorthair,Brown Tabby,White,62.0,1,1,21.0,5,5
Cat,Male,Yes,Domestic Shorthair,Black,White,124.0,0,1,304.0,5,2
Dog,Female,No,American Staffordshire Terrier,Black,White,5.0,0,1,1460.0,7,3
Puppy,Male,No,Jack Russell Terrier - Wire-haired,White,Brown,2.0,0,1,61.0,8,2
Dog,Female,Yes,Australian Cattle Dog,White,Black,24.0,1,1,365.0,4,6
Dog,Female,Yes,American Pit Bull Terrier,Blue,White,27.0,1,1,450.0,7,2
Cat,Female,Yes,Domestic Shorthair,Calico,Missing,6.0,1,0,365.0,8,6
Cat,Male,Yes,Domestic Medium Hair,Black,Missing,18.0,0,1,2930.0,4,3
Cat,Male,Yes,Domestic Shorthair,Cream Ginger Tabby,Missing,7.0,1,0,122.0,7,0
Dog,Female,No,Labrador Retriever,Buff,White,5.0,0,0,4018.0,7,1
Cat,Female,No,Domestic Shorthair,Brown Tabby,Missing,2.0,0,0,724.0,8,4
Dog,Female,Yes,Labrador Retriever,White,Brown,7.0,1,1,95.0,7,2
Cat,Female,yes,Domestic Shorthair,Brown Tabby,Missing,8.0,1,0,181.0,7,2
Cat,Female,Unknown,Domestic Medium Hair,Black,Missing,13.0,0,1,5114.0,9,0
Cat,Unknown,Unknown,Domestic Shorthair,Brown Tabby,Missing,1.0,0,0,242.0,8,1
Dog,Male,Yes,Schnauzer - Miniature,Blue,White,5.0,1,1,731.0,5,2
Kitten,Female,yes,Domestic Shorthair,Tortoiseshell,Missing,16.0,1,1,70.0,9,0
Cat,Male,Yes,Domestic Medium Hair,Brown Tabby,White,1.0,0,0,365.0,5,2
Dog,Male,Unknown,Shepherd,White,Missing,3.0,0,1,731.0,9,5
Cat,Female,Yes,Domestic Shorthair,Grey,Missing,84.0,1,1,364.0,6,0
Dog,Female,Yes,Beagle,Black,Missing,17.0,0,1,2922.0,8,1
Puppy,Male,yes,Border Terrier,Blue Merle,Bronze,7.0,1,0,62.0,9,1
Cat,Female,Yes,Domestic Shorthair,Calico,Missing,6.0,1,0,51.0,6,1
Cat,Unknown,Unknown,Domestic Shorthair,White,Black,21.0,0,0,365.0,7,2
Dog,Female,Yes,Labrador Retriever,White,Brown,65.0,1,1,1132.0,6,3
Dog,Male,Yes,Poodle - Miniature,White,Missing,55.0,1,1,2191.0,8,0
Cat,Male,No,Domestic Shorthair,Black,White,1.0,0,0,41.0,5,1
Cat,Male,Yes,Domestic Shorthair,White,Cream Ginger Tabby,36.0,1,1,48.0,6,0
Dog,Female,Yes,Labrador Retriever,Tan,Missing,446.0,1,1,2739.0,6,3
Kitten,Female,No,Domestic Shorthair,Tortoiseshell,Missing,0.0,0,0,21.0,8,4
Cat,Male,Yes,Domestic Shorthair,Black,Missing,51.0,1,0,82.0,6,2
Cat,Female,yes,Domestic Shorthair,Torbie,Missing,5.0,1,0,56.0,5,2
Cat,Female,No,Domestic Shorthair,Calico,Missing,34.0,0,1,122.0,8,1
Cat,Male,No,Domestic Shorthair,Brown Tabby,Missing,3.0,0,0,21.0,5,1
Dog,Female,Yes,Boston Terrier,Black,White,9.0,1,1,153.0,9,6
Mammal,Unknown,Unknown,Bat - Little Brown Myotis,Brown,Missing,2.0,0,0,122.0,5,3
Kitten,Male,No,Domestic Shorthair,Blue,White,1.0,0,0,21.0,9,3
Dog,Male,Yes,Cairn Terrier,Tan,Brown,50.0,1,1,3839.0,7,0
Cat,Unknown,Unknown,Domestic Shorthair,Orange Tabby,Missing,4.0,0,0,2922.0,5,0
Cat,Male,yes,Domestic Shorthair,Blue Ticked,Missing,29.0,1,1,122.0,7,1
Cat,Male,Yes,Domestic Medium Hair,BLUE TABBY,White,8.0,1,1,299.0,8,3
Cat,Male,No,Domestic Medium Hair,Brown Tabby,Missing,0.0,0,0,2557.0,9,2
Dog,Female,Yes,Labrador Retriever,Black,Brown,66.0,1,1,99.0,7,2
Cat,Male,Yes,Domestic Medium Hair,Brown Tabby,White,17.0,0,1,3653.0,9,0
Dog,Female,Yes,Beagle,Brown,Missing,43.0,1,0,91.0,7,3
Dog,Male,yes,American Pit Bull Terrier,Tan,Missing,105.0,1,1,2921.0,6,0
Dog,Male,No,American Pit Bull Terrier,Chocolate,Missing,2.0,0,1,731.0,8,2
Cat,Male,Yes,Domestic Shorthair,Orange Tabby,White,60.0,1,1,69.0,6,3
Cat,Female,No,Domestic Shorthair,Brown Tabby,Black,18.0,0,0,56.0,6,1
Cat,Female,Yes,Domestic Shorthair,Blue,Missing,31.0,1,1,41.0,6,5
Puppy,Female,yes,American Staffordshire Terrier,Black Brindle,Black,8.0,1,0,63.0,9,6
Puppy,Female,Yes,Labrador Retriever,Black,White,12.0,1,1,56.0,8,4
Dog,Male,Yes,Poodle - Standard,Brown,Buff,11.0,1,1,731.0,5,4
Kitten,Male,No,Domestic Shorthair,Blue,Missing,2.0,0,0,34.0,7,0
Cat,Male,yes,Domestic Shorthair,Brown Tabby,White,35.0,1,1,87.0,6,1
Dog,Female,Yes,Labrador Retriever,Black,White,3.0,1,0,61.0,6,4
Cat,Unknown,Unknown,Domestic Shorthair,Tabby,Brown,5.0,0,0,2922.0,5,6
Cat,Female,yes,Domestic Shorthair,Black,Missing,49.0,1,1,70.0,5,2
Cat,Male,Yes,Domestic Shorthair,Orange Tabby,Orange Tabby,6.0,1,0,55.0,6,1
Cat,Male,Yes,Domestic Shorthair,Black,White,5.0,1,0,120.0,5,4
Kitten,Unknown,Unknown,Domestic Shorthair,White,Brown Tabby,3.0,0,0,61.0,6,5
Kitten,Male,No,Domestic Shorthair,Grey Tabby,Grey Tabby,3.0,0,0,122.0,7,3
Fowl,Female,Unknown,Chicken,White,Orange,0.0,0,0,42.0,9,2
Mammal,Unknown,Unknown,Bat - Unspecified,Brown,Missing,0.0,0,0,731.0,6,2
Cat,Female,No,Domestic Shorthair,Brown Tabby,Brown Tabby,0.0,0,0,35.0,5,5
Cat,Female,Yes,Domestic Shorthair,Brown Tabby,Brown Tabby,7.0,0,1,365.0,5,0
Dog,Female,Yes,American Pit Bull Terrier,Black,Missing,26.0,1,1,2557.0,5,3
Cat,Female,Unknown,Domestic Shorthair,Grey Tabby,White,0.0,0,0,14.0,5,2
Cat,Female,Yes,Domestic Shorthair,Black,Missing,5.0,1,0,51.0,6,0
Kitten,Unknown,Unknown,Domestic Shorthair,Orange Tabby,White,16.0,0,0,122.0,6,5
Dog,Male,Yes,Carolina Dog,Tan,White,142.0,1,1,731.0,4,2
Cat,Male,yes,Domestic Shorthair,Seal Point,Missing,9.0,1,1,91.0,7,0
Kitten,Female,No,Domestic Shorthair,White,Blue,0.0,0,0,7.0,9,4
Cat,Unknown,Unknown,Domestic Shorthair,Brown Tabby,Missing,0.0,0,0,365.0,6,1
Dog,Male,No,Akita (Japanese),Brown,Black,17.0,0,1,733.0,7,0
Dog,Male,No,American Pit Bull Terrier,Blue,Missing,28.0,0,0,2192.0,6,5
Cat,Female,Yes,Domestic Shorthair,Torbie,Missing,9.0,1,1,731.0,8,2
Dog,Male,Unknown,Catahoula Leopard Dog,Blue Merle,Tan,0.0,0,1,122.0,5,4
Cat,Female,Yes,Domestic Shorthair,Brown Tabby,Missing,5.0,1,1,360.0,6,0
Cat,Female,Yes,Domestic Medium Hair,Brown Tabby,White,47.0,1,1,21.0,5,2
Dog,Female,yes,Dachshund - Long-haired,Black,Tan,4.0,1,1,731.0,5,2
Dog,Female,Yes,Labrador Retriever,Brown,Tan,10.0,0,1,608.0,8,1
Bird,Unknown,Unknown,Budgerigar/Budgie,Yellow,Green,5.0,0,1,122.0,8,3
Dog,Male,Yes,Labrador Retriever,White,Missing,285.0,1,1,4066.0,8,5
Cat,Female,Yes,Domestic Shorthair,Blue,Tabby,125.0,1,0,22.0,4,4
Dog,Male,No,Belgian Shepherd Dog - Malinois,Brown,Black,1.0,0,0,153.0,8,4
Cat,Female,Yes,Domestic Shorthair,Calico,White,12.0,1,1,5114.0,6,3
Cat,Male,Yes,Domestic Shorthair,Brown Tabby,Missing,26.0,1,0,48.0,6,3
Dog,Male,Yes,Shepherd,Tan,Black,46.0,1,1,1096.0,8,5
Kitten,Male,Unknown,Domestic Shorthair,Orange Tabby,White,4.0,0,0,14.0,7,3
Cat,Female,Yes,Domestic Shorthair,Torti Point,Missing,44.0,1,1,31.0,4,3
Cat,Female,Unknown,Domestic Shorthair,Brown Tabby,Missing,0.0,0,1,122.0,9,0
Cat,Male,Yes,Domestic Shorthair,Black,Missing,48.0,1,1,52.0,5,1
Cat,Female,Yes,Domestic Shorthair,White,Orange Tabby,57.0,1,1,46.0,4,5
Dog,Male,Yes,American Pit Bull Terrier,Blue Brindle,White,2.0,0,0,365.0,8,0
Cat,Female,No,Domestic Shorthair,Cream Ginger Tabby,Missing,1.0,0,0,365.0,9,1
Cat,Female,Yes,Domestic Shorthair,White,Black,78.0,1,1,-1.0,3,3
Cat,Female,No,Domestic Long Hair,Seal Point,White,15.0,0,0,365.0,5,0
Cat,Male,yes,Domestic Shorthair,Brown Tabby,White,10.0,1,1,91.0,7,1
Dog,Male,Yes,Labrador Retriever,Tan,Missing,31.0,1,1,2557.0,8,1
Cat,Male,No,Domestic Shorthair,White,Black,22.0,0,1,731.0,7,4
Puppy,Female,yes,Chihuahua - Smooth,White,Black,7.0,1,1,56.0,9,0
Dog,Male,Unknown,American Pit Bull Terrier,Grey,White,0.0,0,0,151.0,5,6
Dog,Female,Yes,German Shepherd,Black Brindle,Brown,41.0,1,1,517.0,5,1
Kitten,Female,No,Domestic Shorthair,Blue,Tabby,0.0,0,0,21.0,9,3
Kitten,Male,No,Domestic Shorthair,Black,Missing,13.0,0,1,122.0,7,0
Cat,Female,yes,Domestic Shorthair,Black,Black,14.0,1,1,365.0,5,1
Cat,Male,Yes,Domestic Shorthair,White,Black,10.0,1,0,92.0,8,4
Cat,Female,No,Domestic Shorthair,Brown Tabby,Missing,6.0,0,0,486.0,5,4
Dog,Male,Yes,American Pit Bull Terrier,Brown Brindle,White,88.0,0,1,304.0,4,2
Dog,Female,No,American Pit Bull Terrier,Chestnut,Chestnut,40.0,0,0,548.0,6,0
Cat,Female,Yes,Domestic Shorthair,Brown Tabby,Missing,41.0,1,1,1826.0,7,4
Kitten,Male,No,Domestic Shorthair,Smoke Tabby,White,0.0,0,1,21.0,7,1
Cat,Female,Yes,Domestic Shorthair,Blue,White,113.0,1,0,89.0,4,1
Cat,Female,Yes,Domestic Shorthair,Black,Missing,147.0,1,0,4.0,3,2
Dog,Male,No,Beagle,White,Tan,42.0,1,1,91.0,7,5
Dog,Female,Yes,Schnauzer - Miniature,Black,Brown,8.0,1,0,365.0,7,0
Cat,Male,yes,Domestic Shorthair,Grey Tabby,White,11.0,1,0,304.0,5,3
Dog,Unknown,No,Labrador Retriever,Tan,Missing,1.0,0,0,-1.0,5,6
Cat,Male,Unknown,Domestic Medium Hair,Orange Tabby,Missing,0.0,0,1,2557.0,9,3
Cat,Male,Yes,Domestic Shorthair,Orange,Missing,48.0,0,1,1083.0,6,2
Cat,Male,Yes,Domestic Shorthair,Brown Tabby,White,7.0,1,1,820.0,5,2
Dog,Male,Yes,American Bulldog,White,Tan,73.0,1,1,1096.0,6,0
Mammal,Unknown,Unknown,Skunk - Striped,Black,White,0.0,0,0,122.0,9,5
Kitten,Unknown,Unknown,Domestic Shorthair,Torbie,Missing,5.0,0,0,51.0,7,5
Puppy,Female,yes,American Pit Bull Terrier,White,Black,17.0,1,0,69.0,8,1
Kitten,Unknown,Unknown,Domestic Shorthair,Brown Tabby,White,6.0,0,0,2.0,5,1
Cat,Unknown,Unknown,Domestic Shorthair,Black,Missing,15.0,0,0,92.0,6,3
Cat,Female,No,Domestic Shorthair,Brown Tabby,Missing,0.0,0,0,365.0,8,1
Cat,Unknown,Unknown,Domestic Shorthair,Torbie,Missing,6.0,0,0,122.0,7,2
Cat,Female,Yes,Domestic Shorthair,Brown Tabby,White,20.0,1,0,74.0,6,2
Kitten,Female,No,Siamese,Seal Point,Missing,0.0,0,1,63.0,8,4
Dog,Male,Yes,Labrador Retriever,Black,White,14.0,1,0,91.0,7,1
Dog,Male,Yes,American Pit Bull Terrier,Black,White,235.0,1,1,366.0,9,1
Dog,Male,Yes,Chihuahua - Smooth,Tan,White,6.0,0,1,5108.0,5,2
Dog,Male,No,Jack Russell Terrier,White,Brown,32.0,1,0,56.0,6,1
Dog,Female,Yes,Great Dane,Tan,Black,57.0,1,1,1826.0,4,4
Dog,Male,Yes,Dutch Shepherd,Brindle,Brown Brindle,33.0,1,1,486.0,6,0
Cat,Female,Yes,Domestic Shorthair,Black,White,4.0,1,1,731.0,9,1
Cat,Female,No,Domestic Shorthair,Orange Tabby,Missing,82.0,0,1,304.0,3,5
Cat,Female,Yes,Domestic Shorthair,Tortoiseshell,Missing,39.0,1,1,364.0,7,3
Dog,Female,Yes,American Pit Bull Terrier,Grey,Missing,40.0,1,1,1096.0,5,2
Cat,Female,Yes,Domestic Shorthair,Tortoiseshell,Missing,34.0,1,0,55.0,6,1
Cat,Female,Yes,Domestic Shorthair,Orange Tabby,Missing,44.0,0,1,1095.0,5,2
Puppy,Male,No,American Pit Bull Terrier,Brown,Missing,3.0,0,0,62.0,9,4
Kitten,Female,yes,Domestic Shorthair,Black,Missing,10.0,1,1,75.0,8,4
Cat,Female,yes,Domestic Shorthair,Blue,Tabby,7.0,1,0,70.0,6,0
Cat,Unknown,Unknown,Domestic Shorthair,Black,White,6.0,0,0,745.0,5,3
Dog,Female,Yes,Plott Hound,Tan,Missing,14.0,1,1,88.0,4,0
Dog,Female,Yes,American Pit Bull Terrier,Black,White,178.0,0,1,366.0,12,0
Puppy,Female,Yes,Siberian Husky,Black,White,59.0,1,1,7.0,6,3
Dog,Female,Yes,Labrador Retriever,Black,White,52.0,1,1,242.0,8,2
Marsupial,Unknown,Unknown,Opossum,White,Missing,0.0,0,0,365.0,7,6
Cat,Unknown,Unknown,Domestic Shorthair,Black,Missing,9.0,0,0,1461.0,6,2
Mammal,Unknown,Unknown,Rabbit - Desert Cottontail,Grey,Missing,4.0,0,0,122.0,5,1
Puppy,Female,Yes,Siberian Husky,Red,White,55.0,1,1,7.0,6,3
Cat,Male,No,Domestic Shorthair,Brown Tabby,Black,0.0,0,0,28.0,5,5
Dog,Female,Yes,American Pit Bull Terrier,Tan,White,130.0,1,1,1327.0,4,2
Kitten,Male,Yes,Domestic Shorthair,Brown Tabby,Missing,23.0,1,0,55.0,8,3
Cat,Male,Yes,Domestic Medium Hair,Brown Tabby,White,0.0,0,1,3672.0,9,5
Cat,Female,yes,Domestic Shorthair,Torbie,Missing,30.0,1,1,70.0,6,0
Cat,Female,Unknown,Domestic Shorthair,Torbie,Missing,11.0,0,1,731.0,9,3
